athlete_id;athlete_name;country;club;gender;id_copy;instance
FRA00166;BRACQ Florian;FRA;Carabiniers de Maubeuge;;FRA00166;1
FRA00167;BRIENS Magalie;FRA;TS Saint-Lois;;FRA00167;1
FRA00168;BRIOTET Alexis;FRA;Etoile Auxonnaise;;FRA00168;1
FRA00169;BRULIN Melanie;FRA;ST Noyelles sous Lens;;FRA00169;1
FRA00170;BRUNEAUX Benjamin;FRA;USST Charleville;;FRA00170;1
FRA00171;BRY Oriane;FRA;TS Lagravois;;FRA00171;1
FRA00172;CAMBRAY Maximilien;FRA;Reveil Doullennais;;FRA00172;1
FRA00173;CAMUS Alexandra;FRA;TS Chatenoy Royal;;FRA00173;1
FRA00174;CANU Joel;FRA;ST La Concorde;;FRA00174;1
FRA00175;CAPERAN Florian;FRA;ST Pamiers;;FRA00175;1
FRA00176;CARABY Renaud;FRA;FTA Bully-Les-Mines;;FRA00176;1
FRA00177;CARMOIN Isabelle;FRA;1re CDA Romainville;;FRA00177;1
FRA00178;CARO Mikael;FRA;ST Creusot;;FRA00178;1
FRA00179;CASTERMAN Fabian;FRA;ST La Detente;;FRA00179;1
FRA00180;CASTERMANT Roland;FRA;ST Fecampoise;;FRA00180;1
FRA00181;CATALA Gilles;FRA;TS Antibes;;FRA00181;1
FRA00182;CATALA Madeleine;FRA;TS Antibes;;FRA00182;1
FRA00183;CHALUMEAU Christelle;FRA;TS Chatenoy Royal;;FRA00183;1
FRA00184;CHAPEYROUX-JELOWICKI Paul;FRA;ST Perigord Noir;;FRA00184;1
FRA00185;CHAPEYROUX-JELOWICKI Raphael;FRA;ST Perigord Noir;;FRA00185;1
FRA00186;CHARTOIS Axel;FRA;CS Garnison Rennes;;FRA00186;1
FRA00187;CHAUSSE Alain;FRA;Carquefou Tir;;FRA00187;1
FRA00188;CHAUVELOT Jeremie;FRA;Etoile Auxonnaise;;FRA00188;1
FRA00189;CHELLALI-MASERATI Sonia;FRA;ST Perigord Noir;;FRA00189;1
FRA00190;CHEVALLEREAU Christophe;FRA;TS Chauray;;FRA00190;1
FRA00191;CHIOFFI Virgilio;FRA;ST Creusot;;FRA00191;1
FRA00192;CHRISTOFFEL Anne-Sophie;FRA;USST Charleville;;FRA00192;1
FRA00193;CHRISTOFFEL Marie-Helene;FRA;USST Charleville;;FRA00193;1
FRA00194;CHRISTOFFEL Sandrine;FRA;USST Charleville;;FRA00194;1
FRA00195;CLOTUCHE Sonja;FRA;CT Rollot;;FRA00195;1
FRA00196;CLOUET Appoline;FRA;USST Charleville;;FRA00196;1
FRA00197;COCHET Thomas;FRA;AS Aulnoye Tir;;FRA00197;1
FRA00198;CODEVELLE Herve;FRA;1re CDA Romainville;;FRA00198;1
FRA00199;COLLET Cedric;FRA;Carabiniers de Maubeuge;;FRA00199;1
FRA00200;COLLET Marie-Claude;FRA;Carabiniers de Maubeuge;;FRA00200;1
FRA00201;COMPAGNION Pascal;FRA;AL d’Arques;;FRA00201;1
FRA00202;CONTI Helene;FRA;1re CDA Romainville;;FRA00202;1
FRA00203;COQUILLON Cindy;FRA;Sentinelle Brienon;;FRA00203;2
FRA00204;COQUILLON Yoann;FRA;Sentinelle Brienon;;FRA00204;1
FRA00205;COUREL Jacky;FRA;ST Fecampoise;;FRA00205;1
FRA00206;CROS Guillaume;FRA;1re CDA Romainville;;FRA00206;1
FRA00207;CUSTODIO Brigitte;FRA;Sentinelle Brienon;;FRA00207;2
FRA00208;CUSTODIO Fernando;FRA;Sentinelle Brienon;;FRA00208;1
FRA00209;DALLEE Alexis;FRA;CS Garnison Rennes;;FRA00209;1
FRA00210;DARRAS Philippe;FRA;Reveil Doullennais;;FRA00210;1
FRA00211;DEBORRE Kevin;FRA;TS Chatenoy Royal;;FRA00211;1
FRA00212;DEBORRE-RIBERTY Francoise;FRA;ST Creusot;;FRA00212;1
FRA00213;DECAGNY Christine;FRA;AS Aulnoye Tir;;FRA00213;1
FRA00214;DEFOSSEZ Melissa;FRA;AS Aulnoye Tir;;FRA00214;1
FRA00215;DEJARDIN Marie-Claude;FRA;Carabiniers de Maubeuge;;FRA00215;1
FRA00216;DELANGE Olivier;FRA;CT Orbec La Vespiere;;FRA00216;1
FRA00217;DELANGE Stephanie;FRA;CT Orbec La Vespiere;;FRA00217;1
FRA00218;DELANGE Therese;FRA;CT Orbec La Vespiere;;FRA00218;1
FRA00219;DEMEULENAERE Lilian;FRA;1re CDA Romainville;;FRA00219;1
FRA00220;DEMEULENAERE Vivien;FRA;1re CDA Romainville;;FRA00220;1
FRA00221;DENIS Alain;FRA;ST Creusot;;FRA00221;1
FRA00222;DESBORDES Henri-Bernard;FRA;ST Creusot;;FRA00222;1
FRA00223;DESIAGE Joel;FRA;STA Cusset;;FRA00223;1
FRA00224;DESIAGE Loic;FRA;STA Cusset;;FRA00224;1
FRA00225;DESPIERRES Jean;FRA;Cible Clermontoise;;FRA00225;1
FRA00226;DI BETTA Catherine;FRA;1re CDA Romainville;;FRA00226;1
FRA00227;DIEHL Antonin;FRA;Etoile Auxonnaise;;FRA00227;1
FRA00228;WASTIJN Ludovic;FRA;-;;FRA00228;1
FRA00229;DIEVART Jerome;FRA;Reveil Doullennais;;FRA00229;1
FRA00230;DOLLEANS Karine;FRA;SSLT Limoges;;FRA00230;1
FRA00231;DOLLEANS Lionel;FRA;SSLT Limoges;;FRA00231;1
FRA00232;DORION Frederic;FRA;Reveil Doullennais;;FRA00232;1
FRA00233;DOUZAMY Anne-Sophie;FRA;USST Charleville;;FRA00233;1
FRA00234;DE BELLEVILLE Christophe;FRA;-;;FRA00234;1
FRA00235;DUBIGNY Christophe;FRA;CTB Vouel-Tergnier;;FRA00235;1
FRA00236;DUBOIS Dorothee;FRA;AL d’Arques;;FRA00236;1
FRA00237;DUMONT Ange;FRA;ET Conde sur Vire;;FRA00237;2
FRA00238;DUMOUCHEL Tara;FRA;Etoile Auxonnaise;;FRA00238;1
FRA00239;DUPERRON Myriam;FRA;STA Cusset;;FRA00239;1
FRA00240;DUPONT Cedric;FRA;Cible Clermontoise;;FRA00240;1
FRA00241;DUPUIS Raphael;FRA;LA Barisienne;;FRA00241;1
FRA00242;DUPUY Thomas;FRA;US Maisons-Laffitte;;FRA00242;1
FRA00243;DUQUENNE Florian;FRA;TS Longuenesse;;FRA00243;2
FRA00244;EPAIN Philippe;FRA;AST Neuville;;FRA00244;1
FRA00245;ETCHEVERRIA Olivier;FRA;ST Noyelles sous Lens;;FRA00245;1
FRA00246;FAIVRE Laurent;FRA;TS Chatenoy Royal;;FRA00246;1
FRA00247;FALOTTE Jean-Pierre;FRA;1re CDA Romainville;;FRA00247;2
FRA00248;FAUQUET Bernard;FRA;CTB Vouel-Tergnier;;FRA00248;1
FRA00249;FAVRE Romain;FRA;TS Chatenoy Royal;;FRA00249;1
FRA00250;FAYARD Morgan;FRA;TS Chatenoy Royal;;FRA00250;1
FRA00251;FEIGNIEZ Lidwine;FRA;ST Pays Riez & Vie;;FRA00251;1
FRA00252;FEUILLET Nathan;FRA;ET Conde sur Vire;;FRA00252;1
FRA00253;FEVRE Joel;FRA;STEP Chalon-sur-Saone;;FRA00253;1
FRA00254;FLAMAND Mathilde;FRA;AMIENS Tir;;FRA00254;1
FRA00255;FOURCHET Nicolas;FRA;AS Aulnoye Tir;;FRA00255;1
FRA00256;FRANCISCO Elena;FRA;1re CDA Romainville;;FRA00256;1
FRA00257;FRIMAT Olivier;FRA;CTS De Boussois;;FRA00257;2
FRA00258;GADEAU Sylvain;FRA;CTS Thorigne;;FRA00258;1
FRA00259;GADET Patrick;FRA;STA Cusset;;FRA00259;1
FRA00260;GALLECIER Valentin;FRA;SMT Chaumont;;FRA00260;1
FRA00261;GAUBERT Michel;FRA;Patriote Senonaise;;FRA00261;1
FRA00262;GAUVRIT Flavien;FRA;ST Pays Riez & Vie;;FRA00262;1
FRA00263;GERARD Jean-Louis;FRA;1re CDA Romainville;;FRA00263;1
FRA00264;GERARD Reynald;FRA;AL d’Arques;;FRA00264;1
FRA00265;GILLE Nicolas;FRA;ST Fecampoise;;FRA00265;1
FRA00266;GILLION Nicolas;FRA;AL d’Arques;;FRA00266;1
FRA00267;GIRARD Elodie;FRA;CTS Thorigne;;FRA00267;1
FRA00268;GIRARD Herve;FRA;1re CDA Romainville;;FRA00268;1
FRA00269;GIRODEAU Jean-Philippe;FRA;AT Salardais;;FRA00269;1
FRA00270;GOGNET Valentin;FRA;ST Fecampoise;;FRA00270;1
FRA00271;GOMME Yves;FRA;AG Deauvillaise;;FRA00271;4
FRA00272;GOUJON Nassim;FRA;CT Rollot;;FRA00272;2
FRA00273;GOURITEN Yves;FRA;AG Deauvillaise;;FRA00273;1
FRA00274;GOUYON Alexandre;FRA;Patriote Senonaise;;FRA00274;2
FRA00275;GRANCHER Max;FRA;AG Deauvillaise;;FRA00275;1
FRA00276;GRANDJEAN Pascaline;FRA;1re CDA Romainville;;FRA00276;1
FRA00277;GREPET Daniel;FRA;TS Chatenoy Royal;;FRA00277;1
FRA00278;GUENARD Gaelle;FRA;TS Chatenoy Royal;;FRA00278;1
FRA00279;GUERIN Sylvain;FRA;ST Solidarite Pleumartin;;FRA00279;1
FRA00280;GUIDEZ Jean-Claude;FRA;TS Longuenesse;;FRA00280;1
FRA00281;GUIET Virginie;FRA;CT Angerien;;FRA00281;1
FRA00282;GUILHEMANE Claude;FRA;Patriote Senonaise;;FRA00282;1
FRA00283;GUILLOUX Eloan;FRA;CTS Thorigne;;FRA00283;1
FRA00284;GUIMARD Jacky;FRA;Carquefou Tir;;FRA00284;2
FRA00285;GYBELY Ange;FRA;TS Chatenoy Royal;;FRA00285;1
FRA00286;HAMELIN Jacques;FRA;CT Mayennais;;FRA00286;1
FRA00287;HARDY Didier;FRA;Carquefou Tir;;FRA00287;1
FRA00288;HERMANT Jean-Philippe;FRA;FTA Bully-Les-Mines;;FRA00288;1
FRA00289;HERNOULT Clement;FRA;ALST Carvin;;FRA00289;2
FRA00290;HERQUET Estelle;FRA;Association Jeunes Villersois;;FRA00290;2
FRA00291;HIANNE Angelo;FRA;CTS De Boussois;;FRA00291;1
FRA00292;HORVILLE Guy;FRA;Reveil Doullennais;;FRA00292;2
FRA00293;HORVILLE Pedro;FRA;Reveil Doullennais;;FRA00293;1
FRA00294;HUBERT Amandine;FRA;TS Longuenesse;;FRA00294;2
FRA00295;HUGUIN Olivia;FRA;LA Barisienne;;FRA00295;1
FRA00296;JACOB Michael;FRA;FTA Bully-Les-Mines;;FRA00296;2
FRA00297;JANNOT Denis;FRA;TS Chatenoy Royal;;FRA00297;1
FRA00298;JENICOT Florence;FRA;CTS De Boussois;;FRA00298;1
FRA00299;JUSSUREAUX Cedric;FRA;Reveil Doullennais;;FRA00299;1
FRA00300;JUSSUREAUX Jessica;FRA;Reveil Doullennais;;FRA00300;1
FRA00301;KERLAU Pascal;FRA;CS Garnison Rennes;;FRA00301;1
FRA00302;KERVERN Veronique;FRA;AST Moulins;;FRA00302;1
FRA00303;LABUSSIERE Damien;FRA;STA Cusset;;FRA00303;1
FRA00304;LAFAYE Catherine;FRA;AG Deauvillaise;;FRA00304;1
FRA00305;LAFRIDI Vanessa;FRA;Carabiniers de Maubeuge;;FRA00305;1
FRA00306;LAHOUNDERE SOURINOU Bruno;FRA;SSLT Limoges;;FRA00306;1
FRA00307;LAKOMY Maxence;FRA;ST Creusot;;FRA00307;1
FRA00308;LAMY Julien;FRA;CTS Thorigne;;FRA00308;1
FRA00309;LANGUILLAT Georges;FRA;Patriote Senonaise;;FRA00309;1
FRA00310;LANGUILLAT Jonathan;FRA;Patriote Senonaise;;FRA00310;1
FRA00311;LANGUILLAT Peter;FRA;Patriote Senonaise;;FRA00311;1
FRA00312;LAURENCEAU Roland;FRA;LA DU GUESCLIN;;FRA00312;1
FRA00313;LAURENT Jean-Pierre;FRA;CT Angerien;;FRA00313;1
FRA00314;LAVIGNE Lucas;FRA;ET Conde sur Vire;;FRA00314;1
FRA00315;LE FLOCH Cecile;FRA;TS Chatenoy Royal;;FRA00315;1
FRA00316;LE MERRER Benjamin;FRA;TS Antibes;;FRA00316;1
FRA00317;LE MERRER Christian;FRA;CTS Amical;;FRA00317;2
FRA00318;LE MERRER Dominique;FRA;TS Antibes;;FRA00318;2
FRA00319;LE VEN Andree;FRA;TS Chatenoy Royal;;FRA00319;1
FRA00320;LEBEC Frederic;FRA;CT Orbec La Vespiere;;FRA00320;1
FRA00321;LEBRUN Christophe;FRA;ET Conde sur Vire;;FRA00321;1
FRA00322;LEBRUN Pascal;FRA;Carabiniers de Maubeuge;;FRA00322;1
FRA00323;LEBRUN Romain;FRA;ET Conde sur Vire;;FRA00323;1
FRA00324;LECAT Maxence;FRA;ST Creusot;;FRA00324;1
FRA00325;LECLERCQ Gaspard;FRA;STA Cusset;;FRA00325;1
FRA00326;LECLERCQ Isaac;FRA;CT Villersois;;FRA00326;1
FRA00327;LECOINTRE Victor;FRA;ST Fecampoise;;FRA00327;1
FRA00328;LECOMTE Patrice;FRA;TS Antibes;;FRA00328;1
FRA00329;LEFAUCHEUX Nicole;FRA;STEP Chalon-sur-Saone;;FRA00329;1
FRA00330;LEFEBVRE Florence;FRA;CS Garnison Rennes;;FRA00330;1
FRA00331;LEGRAND Pascal;FRA;EM Boussois;;FRA00331;1
FRA00332;LEGROS Philippe;FRA;Lexovii Tir;;FRA00332;3
FRA00333;LEGUEN Mickael;FRA;Fraternelle de Tigy;;FRA00333;1
FRA00334;LEMAITRE Jean-Michel;FRA;FTA Bully-Les-Mines;;FRA00334;1
FRA00335;LEMAL Xavier;FRA;FTA Bully-Les-Mines;;FRA00335;1
FRA00336;LEMESNAGER Daniel;FRA;1re CDA Romainville;;FRA00336;1
FRA00337;LEMMEN Jean-Claude;FRA;CTS De Boussois;;FRA00337;1
FRA00338;LENOEL Marceau;FRA;ET Conde sur Vire;;FRA00338;1
FRA00339;LEO Bastien;FRA;CS Garnison Rennes;;FRA00339;1
FRA00340;LEPCZYNSKI Joseph;FRA;ST Noyelles sous Lens;;FRA00340;1
FRA00341;LEROY Reynald;FRA;TS Antibes;;FRA00341;1
FRA00342;LESAGE Sonia;FRA;CT Orbec La Vespiere;;FRA00342;1
FRA00343;LESTRADE Henri;FRA;TS Antibes;;FRA00343;1
FRA00344;LETURMY Laetitia;FRA;Carquefou Tir;;FRA00344;2
FRA00345;LEVAIN Clara;FRA;Etoile Auxonnaise;;FRA00345;1
FRA00346;LEVEAU Adeline;FRA;STA Cusset;;FRA00346;1
FRA00347;LEVEAU Vanessa;FRA;STA Cusset;;FRA00347;1
FRA00348;LIAIGRE Bruno;FRA;ST La Detente;;FRA00348;1
FRA00349;LITTRE Maelys;FRA;TS Lagravois;;FRA00349;1
FRA00350;LOIZEAU Pierre;FRA;ST Herbretaise;;FRA00350;1
FRA00351;LONGEQUEUE Alexandre;FRA;CS Garnison Rennes;;FRA00351;1
FRA00352;LOONIS Jacqueline;FRA;ST Le Ralliement;;FRA00352;1
FRA00353;LOUIS Raymond;FRA;ST Herbretaise;;FRA00353;1
FRA00354;LUISETTI Franck;FRA;CTB Vouel-Tergnier;;FRA00354;1
FRA00355;LUSSIEZ Kevin;FRA;CTS De Boussois;;FRA00355;1
FRA00356;MAGNIN Florence;FRA;ST Creusot;;FRA00356;1
FRA00357;MAILLET Liliane;FRA;ST Perigord Noir;;FRA00357;2
FRA00358;MARCHESANO Antonio;FRA;ST Creusot;;FRA00358;1
FRA00359;MARIOTTE Pierre;FRA;LA Barisienne;;FRA00359;1
FRA00360;MARTIN Julien;FRA;ST Solidarite Pleumartin;;FRA00360;1
FRA00361;MARTINEZ Cloe;FRA;TS Lagravois;;FRA00361;1
FRA00362;MASSOT Tristan;FRA;UST Gouvieux;;FRA00362;1
FRA00363;MASSUYES Alex;FRA;TS Lagravois;;FRA00363;1
FRA00364;MASSUYES Noah;FRA;TS Lagravois;;FRA00364;1
FRA00365;MASSUYES Pascal;FRA;TS Lagravois;;FRA00365;1
FRA00366;MAUDET Mayeline;FRA;CS Garnison Rennes;;FRA00366;1
FRA00367;MAUDOUIT Remy;FRA;TS Saint-Lois;;FRA00367;1
FRA00368;MEGE Clement;FRA;TS Antibes;;FRA00368;1
FRA00369;MEGE Mandy;FRA;TS Antibes;;FRA00369;1
FRA00370;MENARD Franck;FRA;ST Herbretaise;;FRA00370;2
FRA00371;MERRIEN Louane;FRA;AT Buc;;FRA00371;1
FRA00372;MEY Stephane;FRA;1re CDA Romainville;;FRA00372;1
FRA00373;MEYER Brigitte;FRA;FCJ Aloysia Bischwiller;;FRA00373;1
FRA00374;MEYER Dorian;FRA;FCJ Aloysia Bischwiller;;FRA00374;1
FRA00375;MICHAUD Alex;FRA;CS Garnison Rennes;;FRA00375;1
FRA00376;MICHAUX Patrick;FRA;CTB Vouel-Tergnier;;FRA00376;1
FRA00377;MIGNOTTE Gwenaelle;FRA;TS Chatenoy Royal;;FRA00377;1
FRA00378;MOAL Charlotte;FRA;TS Antibes;;FRA00378;1
FRA00379;MOREAU Michel;FRA;AG Deauvillaise;;FRA00379;1
FRA00380;MORET Gregory;FRA;1re CDA Romainville;;FRA00380;1
FRA00381;MORSA Quentin;FRA;Carabiniers de Maubeuge;;FRA00381;1
FRA00382;MOTILLON Marie;FRA;CTS Thorigne;;FRA00382;1
FRA00383;MOUILLARD Aurelien;FRA;CT Orbec La Vespiere;;FRA00383;1
FRA00384;MUTTE Benjamin;FRA;Carabiniers de Maubeuge;;FRA00384;2
FRA00385;MUZIOT Martine;FRA;ST Hery;;FRA00385;1
FRA00386;NESPOUX Bruno;FRA;TS Chauray;;FRA00386;1
FRA00387;NICOD Julien;FRA;Associatir;;FRA00387;1
FRA00388;NOWAK Michel;FRA;AMICALE MICHELET;;FRA00388;1
FRA00389;OGER Marc;FRA;Lexovii Tir;;FRA00389;1
FRA00390;ORSAT Jean-Michel;FRA;CT Villersois;;FRA00390;1
FRA00391;ORSAT Michel;FRA;USST Charleville;;FRA00391;2
FRA00392;PAGLIA Christian;FRA;USST Charleville;;FRA00392;1
FRA00393;PAGLIA Sophie;FRA;USST Charleville;;FRA00393;2
FRA00394;PARIS Charles;FRA;AL d’Arques;;FRA00394;1
FRA00395;PARIZE Marilyn;FRA;STEP Chalon-sur-Saone;;FRA00395;1
FRA00396;PEQUIN Enzo;FRA;CTS Thorigne;;FRA00396;1
FRA00397;PERROT Esteban;FRA;TS Chatenoy Royal;;FRA00397;1
FRA00398;PETIT Sylvain;FRA;ST Stand Angoumoisin;;FRA00398;1
FRA00399;PETITIMBERT Alexandre;FRA;CTB Vouel-Tergnier;;FRA00399;1
FRA00400;PEUDPIECE Gilles;FRA;Patriote Senonaise;;FRA00400;2
FRA00401;PICHOT Valerie;FRA;TS Chauray;;FRA00401;1
FRA00402;PIERRIER Aurore;FRA;CT Salonais;;FRA00402;1
FRA00403;PLUNIAN Sebastien;FRA;OSM Lomme Tir;;FRA00403;1
FRA00404;POIGNARD Regis;FRA;CTS De Boussois;;FRA00404;1
FRA00405;POIROT Jean-Marie;FRA;ES Thaonnaise;;FRA00405;1
FRA00406;PONS Pascale;FRA;TS Chatenoy Royal;;FRA00406;1
FRA00407;POTEREAU Mathis;FRA;ST Pays Riez & Vie;;FRA00407;1
FRA00408;POTIER Gregory;FRA;AL d’Arques;;FRA00408;1
FRA00409;POUSSOT Matheo;FRA;Etoile Auxonnaise;;FRA00409;1
FRA00410;PRINCET Didier;FRA;ST Pays Riez & Vie;;FRA00410;1
FRA00411;PRINTEMPS Jules;FRA;CTS Thorigne;;FRA00411;1
FRA00412;PRUVOST Anouk;FRA;1re CDA Romainville;;FRA00412;1
FRA00413;RADREAU Jules;FRA;TS Chatenoy Royal;;FRA00413;1
FRA00414;RAMAUX Gabrielle-Marthe;FRA;TS Chatenoy Royal;;FRA00414;1
FRA00415;RAMBEAU Michel;FRA;AT Salardais;;FRA00415;1
FRA00416;RAMBURE Antoine;FRA;TS Longuenesse;;FRA00416;1
FRA00417;RAMMELAERE Adrien;FRA;LA Bardouillere;;FRA00417;2
FRA00418;RANSON Alain;FRA;UST Gouvieux;;FRA00418;1
FRA00419;RANSON Claudine;FRA;UST Gouvieux;;FRA00419;1
FRA00420;REBOUL Alain;FRA;CTS Amical;;FRA00420;1
FRA00421;REGNIER Florent;FRA;TS Longuenesse;;FRA00421;1
FRA00422;REIGNER Audren;FRA;ST La Detente;;FRA00422;1
FRA00423;RENAUD Jean-Michel;FRA;Carquefou Tir;;FRA00423;2
FRA00424;RENAUDET Agnes;FRA;ST Solidarite Pleumartin;;FRA00424;1
FRA00425;RENAUDET Thierry;FRA;ST Solidarite Pleumartin;;FRA00425;1
FRA00426;REYBAUD Jacques;FRA;CT St-Laurent;;FRA00426;2
FRA00427;RICHARD Alexandre;FRA;AL d’Arques;;FRA00427;1
FRA00428;RIGAUDIE Jean-Francois;FRA;La Du Guesclin;;FRA00428;1
FRA00429;RIPOTEAU Celine;FRA;STEP Chalon-sur-Saone;;FRA00429;1
FRA00430;RIPOTEAU Ludovic;FRA;STEP Chalon-sur-Saone;;FRA00430;1
FRA00431;RIQUIER Davy;FRA;CTB Vouel-Tergnier;;FRA00431;1
FRA00432;RIVE Aurelie;FRA;LA Barisienne;;FRA00432;1
FRA00433;RIVE Gael;FRA;LA Barisienne;;FRA00433;1
FRA00434;ROBERT Jean-Louis;FRA;AS Aulnoye Tir;;FRA00434;1
FRA00435;ROBIN Bernard;FRA;CTS Thorigne;;FRA00435;1
FRA00436;ROMEO Joseph;FRA;CTS Amical;;FRA00436;2
FRA00437;ROMEO Martine;FRA;CTS Amical;;FRA00437;2
FRA00438;ROUZES Korantin;FRA;TS Trieux;;FRA00438;1
FRA00439;SACHE Clement;FRA;CTS Parthenay;;FRA00439;1
FRA00440;SAINTOURENS Frederic;FRA;CT Villersois;;FRA00440;1
FRA00441;SARCY Gerard;FRA;AS Aulnoye Tir;;FRA00441;1
FRA00442;SCHMOUKER Adrien;FRA;CS Garnison Rennes;;FRA00442;1
FRA00443;SCHUSTER Georges;FRA;C.O.R.S.;;FRA00443;1
FRA00444;STAELENS Lucien;FRA;Patriote Senonaise;;FRA00444;1
FRA00445;STRAMIGIOLI Philippe;FRA;UST Gouvieux;;FRA00445;1
FRA00446;TAIEB Eliott;FRA;1re CDA Romainville;;FRA00446;1
FRA00447;TEXIER Maxence;FRA;CTS Thorigne;;FRA00447;1
FRA00448;THEBAULT Claude;FRA;CTS Thorigne;;FRA00448;1
FRA00449;THEVENET Fabienne;FRA;STEP Chalon-sur-Saone;;FRA00449;1
FRA00450;THEVENET Theo;FRA;STEP Chalon-sur-Saone;;FRA00450;1
FRA00451;THEVENET Thomas;FRA;STEP Chalon-sur-Saone;;FRA00451;1
FRA00452;THIBAUDIERE Olivier;FRA;1re CDA Romainville;;FRA00452;1
FRA00453;THONIER Michel;FRA;STA Cusset;;FRA00453;1
FRA00454;TIENNOT Jocelyne;FRA;ET Conde sur Vire;;FRA00454;1
FRA00455;TIENNOT Maxime;FRA;ET Conde sur Vire;;FRA00455;1
FRA00456;TINGA Isabelle;FRA;ST Hery;;FRA00456;1
FRA00457;TREVILY Julie;FRA;CS Garnison Rennes;;FRA00457;1
FRA00458;TROUBLAT Maeva;FRA;Etoile Auxonnaise;;FRA00458;1
FRA00459;TROUBLAT Raphael;FRA;Etoile Auxonnaise;;FRA00459;1
FRA00460;TROUILLE Jonathan;FRA;Legion St-Georges;;FRA00460;1
FRA00461;TROUILLE Jordan;FRA;Legion St-Georges;;FRA00461;1
FRA00462;TROUILLE Laurent;FRA;Legion St-Georges;;FRA00462;1
FRA00463;TURQUETIL Fabienne;FRA;1re CDA Romainville;;FRA00463;1
FRA00464;VALETTE Nathalie;FRA;TS Chatenoy Royal;;FRA00464;1
FRA00465;VANKEIRSBILCK Marie;FRA;CS Garnison Rennes;;FRA00465;1
FRA00466;VAUDELLE Genevieve;FRA;1re CDA Romainville;;FRA00466;1
FRA00467;VERON Louis Rene;FRA;ST Creusot;;FRA00467;1
FRA00468;VERROUST Sebastien;FRA;FTA Bully-Les-Mines;;FRA00468;1
FRA00469;VIEQUE Aymeric;FRA;AL d’Arques;;FRA00469;1
FRA00470;VOISIN Eric;FRA;AG Deauvillaise;;FRA00470;1
FRA00471;VOYON Jean-Luc;FRA;STEP Chalon-sur-Saone;;FRA00471;1
FRA00472;VOYON Romain;FRA;STEP Chalon-sur-Saone;;FRA00472;1
FRA00473;VUKOVIC Radoslav;FRA;1re CDA Romainville;;FRA00473;1
FRA00474;WATELLE Alain;FRA;AL d’Arques;;FRA00474;1
FRA00475;WILHELM Viviane;FRA;STA Cusset;;FRA00475;1
FRA00476;WORME Benoit;FRA;1re CDA Romainville;;FRA00476;1
FRA00477;WROTECKI Henri;FRA;Reveil Doullennais;;FRA00477;1
FRA00478;ZAHARIA Cristian;FRA;C.S. E.I.S.;;FRA00478;1
FRA00479;ZAMPERINI Laurence;FRA;TS Antibes;;FRA00479;1
FRA00480;ALEXANDRE Benoit;FRA;Cible Valognaise;;FRA00480;2
FRA00481;BIGNAULT Steven;FRA;ST Fontenaisienne;;FRA00481;2
FRA00482;BONNARDEL Patricia;FRA;TS Antibes;;FRA00482;2
FRA00483;BONNOT Jean-Pierre;FRA;TS Chatenoy Royal;;FRA00483;2
FRA00484;BOURGES Laurent;FRA;ET Guichen Pont Rean;;FRA00484;2
FRA00485;CARLOT Didier;FRA;STEP Chalon-sur-Saone;;FRA00485;2
FRA00486;CHAUVELOT Justine;FRA;Etoile Auxonnaise;;FRA00486;2
FRA00487;CHAUVELOT Laura;FRA;Etoile Auxonnaise;;FRA00487;2
FRA00488;COQUILLON Cindy;FRA;ST Hery;;FRA00488;2
FRA00489;CUSTODIO Brigitte;FRA;ST Hery;;FRA00489;2
FRA00490;DELAFAITE Patrick;FRA;CT Villersois;;FRA00490;3
FRA00491;DELAFAITE Patrick;FRA;USST Charleville;;FRA00491;3
FRA00492;DELRUE Michael;FRA;AL d’Arques;;FRA00492;2
FRA00493;DEWICKI Zoe;FRA;Etoile Auxonnaise;;FRA00493;2
FRA00494;DIEHL Corentin;FRA;Etoile Auxonnaise;;FRA00494;2
FRA00495;DOVIGO Teddy;FRA;TS Lagravois;;FRA00495;2
FRA00496;DUMONT Ange;FRA;TS Saint-Lois;;FRA00496;2
FRA00497;DUQUENNE Florian;FRA;AL d’Arques;;FRA00497;2
FRA00498;EYDELY Claude;FRA;AL Maromme;;FRA00498;2
FRA00499;FALOTTE Jean-Pierre;FRA;TS Saint-Lois;;FRA00499;2
FRA00500;FRIMAT Olivier;FRA;TMN Haubourdin;;FRA00500;2
FRA00501;GOMME Yves;FRA;ST La Concorde;;FRA00501;4
FRA00502;GOMME Yves;FRA;AST St-Arnoult;;FRA00502;4
FRA00503;GOMME Yves;FRA;Association Jeunes Villersois;;FRA00503;4
FRA00504;GOUJON Jean-Claude;FRA;US Maisons-Laffitte;;FRA00504;3
FRA00505;GOUJON Jean-Claude;FRA;1re CDA Romainville;;FRA00505;3
FRA00506;GOUJON Nassim;FRA;1re CDA Romainville;;FRA00506;2
FRA00507;GOUYON Alexandre;FRA;C.S. E.I.S.;;FRA00507;2
FRA00508;GUIMARD Jacky;FRA;Ste Nantaise de Tir;;FRA00508;2
FRA00509;HERNOULT Clement;FRA;TMN Haubourdin;;FRA00509;2
FRA00510;HERQUET Estelle;FRA;AG Deauvillaise;;FRA00510;2
FRA00511;HORVILLE Guy;FRA;AMIENS Tir;;FRA00511;2
FRA00512;HUBERT Amandine;FRA;AL d’Arques;;FRA00512;2
FRA00513;JACOB Ludivine;FRA;Carabiniers d’Artois;;FRA00513;2
FRA00514;JACOB Michael;FRA;Carabiniers d’Artois;;FRA00514;2
